70;IB0IB00521*BEH*16;BEH;16;75;1;Calvin Klein Jeans;Одежда;Футболка с коротким рукавом;100% Органический хлопок;ДЖУНИОР РЕПАБЛИК ООО;Calvin Klein Europe B.V.;ШРИ-ЛАНКА;;3818.322;;1;;2;
71;IB0IB00456*YAF*12;YAF;12;86;1;Calvin Klein Jeans;Одежда;Футболка с коротким рукавом;100% Органический хлопок;ДЖУНИОР РЕПАБЛИК ООО;Calvin Klein Europe B.V.;ШРИ-ЛАНКА;;3181.935;;1;;2;
72;IB0IB00456*YAF*10;YAF;10;86;1;Calvin Klein Jeans;Одежда;Футболка с коротким рукавом;100% Органический хлопок;ДЖУНИОР РЕПАБЛИК ООО;Calvin Klein Europe B.V.;ШРИ-ЛАНКА;;3181.935;;1;;2;
73;IB0IB00456*YAF*16;YAF;16;86;1;Calvin Klein Jeans;Одежда;Футболка с коротким рукавом;100% Органический хлопок;ДЖУНИОР РЕПАБЛИК ООО;Calvin Klein Europe B.V.;ШРИ-ЛАНКА;;3181.935;;1;;2;
74;IB0IB00456*YAF*14;YAF;14;86;1;Calvin Klein Jeans;Одежда;Футболка с коротким рукавом;100% Органический хлопок;ДЖУНИОР РЕПАБЛИК ООО;Calvin Klein Europe B.V.;ШРИ-ЛАНКА;;3181.935;;1;;2;
75;IB0IB00521*BEH*8;BEH;8;;1;Calvin Klein Jeans;Одежда;Футболка с коротким рукавом;100% Органический хлопок;ДЖУНИОР РЕПАБЛИК ООО;Calvin Klein Europe B.V.;ШРИ-ЛАНКА;5;3818.322;;1;;2;
76;IB0IB00528*YAF*16;YAF;16;91;1;Calvin Klein Jeans;Одежда;Футболка с длинным рукавом;100% Органический хлопок;ДЖУНИОР РЕПАБЛИК ООО;Calvin Klein Europe B.V.;БАНГЛАДЕШ;;4454.709;;1;;2;
77;IB0IB00528*YAF*14;YAF;14;91;1;Calvin Klein Jeans;Одежда;Футболка с длинным рукавом;100% Органический хлопок;ДЖУНИОР РЕПАБЛИК ООО;Calvin Klein Europe B.V.;БАНГЛАДЕШ;;4454.709;;1;;2;
78;IB0IB00528*YAF*12;YAF;12;91;1;Calvin Klein Jeans;Одежда;Футболка с длинным рукавом;100% Органический хлопок;ДЖУНИОР РЕПАБЛИК ООО;Calvin Klein Europe B.V.;БАНГЛАДЕШ;;4454.709;;1;;2;
79;IG0IG00564*YAF*10;YAF;10;95;2;Calvin Klein Jeans;Одежда;Футболка с коротким рукавом;100% Органический хлопок;ДЖУНИОР РЕПАБЛИК ООО;Calvin Klein Europe B.V.;БАНГЛАДЕШ;;5091.096;;1;;2;
80;IG0IG00564*YAF*12;YAF;12;95;2;Calvin Klein Jeans;Одежда;Футболка с коротким рукавом;100% Органический хлопок;ДЖУНИОР РЕПАБЛИК ООО;Calvin Klein Europe B.V.;БАНГЛАДЕШ;;5091.096;;1;;2;
81;IG0IG00564*YAF*14;YAF;14;95;2;Calvin Klein Jeans;Одежда;Футболка с коротким рукавом;100% Органический хлопок;ДЖУНИОР РЕПАБЛИК ООО;Calvin Klein Europe B.V.;БАНГЛАДЕШ;;5091.096;;1;;2;
82;IG0IG00564*YAF*16;YAF;16;95;2;Calvin Klein Jeans;Одежда;Футболка с коротким рукавом;100% Органический хлопок;ДЖУНИОР РЕПАБЛИК ООО;Calvin Klein Europe B.V.;БАНГЛАДЕШ;;5091.096;;1;;2;
