id	articule	modelcode	colour	size	firstsize	gender	brand	itemgroup	name	consist	provider	manufacturer	country	imagecount	price	sale	count	season	desc		htrih code
459	B150LA007ASC0871	00-00001782	бежевый-золото	   21		3	GEOX	Обувь	ПЕРВЫЕ ШАГИ	См. на навесном ярлыке	0	GEOX SPA	ИНДОНЕЗИЯ	0	4 933	0	1,000	SS 2021	1		8054730997774
460	B150LA007ASC0871	00-00001782	бежевый-золото	   22		3	GEOX	Обувь	ПЕРВЫЕ ШАГИ	См. на навесном ярлыке	0	GEOX SPA	ИНДОНЕЗИЯ	0	4 933	0	1,000	SS 2021	1		8054730997781
461	B150LA007ASC0871	00-00001782	бежевый-золото	   23		3	GEOX	Обувь	ПЕРВЫЕ ШАГИ	См. на навесном ярлыке	0	GEOX SPA	ИНДОНЕЗИЯ	0	4 933	0	1,000	SS 2021	1		8054730997798
462	B150LA007ASC0871	00-00001782	бежевый-золото	   24		3	GEOX	Обувь	ПЕРВЫЕ ШАГИ	См. на навесном ярлыке	0	GEOX SPA	ИНДОНЕЗИЯ	0	4 933	0	1,000	SS 2021	1		8054730997804
463	B150RB08514C0899	00-00001783	белый-синий	   21		3	GEOX	Обувь	ПЕРВЫЕ ШАГИ	См. на навесном ярлыке	0	GEOX SPA	ИНДОНЕЗИЯ	0	4 933	0	1,000	SS 2021	1		8054730998498
464	B150RB08514C0899	00-00001783	белый-синий	   23		3	GEOX	Обувь	ПЕРВЫЕ ШАГИ	См. на навесном ярлыке	0	GEOX SPA	ИНДОНЕЗИЯ	0	4 933	0	1,000	SS 2021	1		8054730998511
465	B150RB08514C0899	00-00001783	белый-синий	   24		3	GEOX	Обувь	ПЕРВЫЕ ШАГИ	См. на навесном ярлыке	0	GEOX SPA	ИНДОНЕЗИЯ	0	4 933	0	1,000	SS 2021	1		8054730998528
466	B150RB08514C0899	00-00001783	белый-синий	   25		3	GEOX	Обувь	ПЕРВЫЕ ШАГИ	См. на навесном ярлыке	0	GEOX SPA	ИНДОНЕЗИЯ	0	4 933	0	1,000	SS 2021	1		8054730998535
467	B153CB022FUC3014	00-00001784	хакки	   22		3	GEOX	Обувь	КРОССОВКИ	См. на навесном ярлыке	0	GEOX SPA	ИНДОНЕЗИЯ	0	5 439	0	1,000	SS 2021	1		8050036002617
468	B153CB022FUC3014	00-00001784	хакки	   23		3	GEOX	Обувь	КРОССОВКИ	См. на навесном ярлыке	0	GEOX SPA	ИНДОНЕЗИЯ	0	5 439	0	1,000	SS 2021	1		8050036002624
469	B153CB022FUC3014	00-00001784	хакки	   24		3	GEOX	Обувь	КРОССОВКИ	См. на навесном ярлыке	0	GEOX SPA	ИНДОНЕЗИЯ	0	5 439	0	1,000	SS 2021	1		8050036002631
470	B153CB022FUC3014	00-00001784	хакки	   25		3	GEOX	Обувь	КРОССОВКИ	См. на навесном ярлыке	0	GEOX SPA	ИНДОНЕЗИЯ	0	5 439	0	1,000	SS 2021	1		8050036002648
471	B153CB022FUC3014	00-00001784	хакки	   26		3	GEOX	Обувь	КРОССОВКИ	См. на навесном ярлыке	0	GEOX SPA	ИНДОНЕЗИЯ	0	5 439	0	1,000	SS 2021	1		8050036002655
472	B153CB022FUC3014	00-00001784	хакки	   27		3	GEOX	Обувь	КРОССОВКИ	См. на навесном ярлыке	0	GEOX SPA	ИНДОНЕЗИЯ	0	5 439	0	1,000	SS 2021	1		8050036002662
473	J04CQA014CEC0051	00-00001785	серый-красный	   26		3	GEOX	Обувь	КРОССОВКИ	См. на навесном ярлыке	0	GEOX SPA	МЬЯНМА	0	5 439	0	1,000	SS 2021	1		8050036035226
474	J04CQA014CEC0051	00-00001785	серый-красный	   27		3	GEOX	Обувь	КРОССОВКИ	См. на навесном ярлыке	0	GEOX SPA	МЬЯНМА	0	5 439	0	1,000	SS 2021	1		8050036035233
475	J04CQA014CEC0051	00-00001785	серый-красный	   28		3	GEOX	Обувь	КРОССОВКИ	См. на навесном ярлыке	0	GEOX SPA	МЬЯНМА	0	5 439	0	1,000	SS 2021	1		8050036035240
476	J0244C014BUC0735	00-00001786	синий-красный	   26		3	GEOX	Обувь	КРОССОВКИ	См. на навесном ярлыке	0	GEOX SPA	МЬЯНМА	0	6 198	0	1,000	SS 2021	1		8054730366051
477	J0244C014BUC0735	00-00001786	синий-красный	   27		3	GEOX	Обувь	КРОССОВКИ	См. на навесном ярлыке	0	GEOX SPA	МЬЯНМА	0	6 198	0	1,000	SS 2021	1		8054730366068
478	9052976104051	00-00001831	светло-зеленый	104		3	CHICCO	Одежда	БРЮКИ КОРОТКИЕ(KCM)	См.на вшивном ярлыке	0	Artsana S.p.A. (Италия)	ИНДИЯ	0	2 484	0	1,000	SS 2021	1		8054707979604
479	9067169080031	00-00001963	белый, розовый	80		3	CHICCO	Одежда	ФУТБОЛКА, КОР. РУКАВ(KAF)	См.на вшивном ярлыке	0	Artsana S.p.A. (Италия)	КИТАЙ	0	1 639	0	1,000	SS 2021	1		8054707962583
480	9067169092031	00-00001965	белый, розовый	92		3	CHICCO	Одежда	ФУТБОЛКА, КОР. РУКАВ(KAF)	См.на вшивном ярлыке	0	Artsana S.p.A. (Италия)	КИТАЙ	0	1 639	0	1,000	SS 2021	1		8054707962620
481	9067169104031	00-00001967	белый, розовый	104		3	CHICCO	Одежда	ФУТБОЛКА, КОР. РУКАВ(KAF)	См.на вшивном ярлыке	0	Artsana S.p.A. (Италия)	КИТАЙ	0	1 639	0	1,000	SS 2021	1		8054707962668
482	9067169116031	00-00001969	белый, розовый	116		3	CHICCO	Одежда	ФУТБОЛКА, КОР. РУКАВ(KAF)	См.на вшивном ярлыке	0	Artsana S.p.A. (Италия)	КИТАЙ	0	1 639	0	1,000	SS 2021	1		8059609096374
483	9067169128031	00-00001970	белый, розовый	128		3	CHICCO	Одежда	ФУТБОЛКА, КОР. РУКАВ(KAF)	См.на вшивном ярлыке	0	Artsana S.p.A. (Италия)	КИТАЙ	0	1 639	0	1,000	SS 2021	1		8059609096411
484	9040978099075	00-00002010	красный	99		3	CHICCO	Одежда	ПОЛОТЕНЦЕ ПЛЯЖНОЕ(C08)	См.на вшивном ярлыке	0	Artsana S.p.A. (Италия)	ТУРЦИЯ	0	2 927	0	1,000	SS 2021	1		8059609009411
485	9004838050035	00-00002033	белый, зеленый	50		3	CHICCO	Одежда	ШЛЯПА(M03)	См.на вшивном ярлыке	0	Artsana S.p.A. (Италия)	ИНДИЯ	0	893	0	1,000	SS 2021	1		8054707954380
486	9067330104033	00-00002114	белый	104		3	CHICCO	Одежда	ФУТБОЛКА, КОР. РУКАВ(KGM)	См.на вшивном ярлыке	0	Artsana S.p.A. (Италия)	ИНДИЯ	0	1 639	0	1,000	SS 2021	1		8059609073801
487	1065442180800	00-00002137	синий	18		3	CHICCO	Обувь	Туфли летние открытые Derek	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	БАНГЛАДЕШ	0	5 734	0	1,000	SS 2021	1		8051182193945
488	1065442190020	00-00002138	серебристый	19		3	CHICCO	Обувь	Туфли летние открытые Derek	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	БАНГЛАДЕШ	0	5 734	0	1,000	SS 2021	1		8051182193952
489	1065442190300	00-00002139	белый	19		3	CHICCO	Обувь	Туфли летние открытые Derek	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	БАНГЛАДЕШ	0	5 734	0	1,000	SS 2021	1		8051182193969
490	1065442200020	00-00002140	серебристый	20		3	CHICCO	Обувь	Туфли летние открытые Derek	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	БАНГЛАДЕШ	0	5 734	0	1,000	SS 2021	1		8051182193983
491	1065442200300	00-00002141	белый	20		3	CHICCO	Обувь	Туфли летние открытые Derek	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	БАНГЛАДЕШ	0	5 734	0	1,000	SS 2021	1		8051182193990
492	1065442200800	00-00002142	синий	20		3	CHICCO	Обувь	Туфли летние открытые Derek	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	БАНГЛАДЕШ	0	5 734	0	1,000	SS 2021	1		8051182194003
493	1065442210300	00-00002143	белый	21		3	CHICCO	Обувь	Туфли летние открытые Derek	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	БАНГЛАДЕШ	0	5 734	0	1,000	SS 2021	1		8051182194027
494	1065442210800	00-00002144	синий	21		3	CHICCO	Обувь	Туфли летние открытые Derek	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	БАНГЛАДЕШ	0	5 734	0	1,000	SS 2021	1		8051182194034
495	1065442220300	00-00002145	белый	22		3	CHICCO	Обувь	Туфли летние открытые Derek	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	БАНГЛАДЕШ	0	5 734	0	1,000	SS 2021	1		8051182194058
496	1065442220800	00-00002146	синий	22		3	CHICCO	Обувь	Туфли летние открытые Derek	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	БАНГЛАДЕШ	0	5 734	0	1,000	SS 2021	1		8051182194065
497	1065664180800	00-00002147	синий	18		3	CHICCO	Обувь	Туфли летние открытые Giorix	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	КИТАЙ	0	4 174	0	1,000	SS 2021	1		8051182181973
498	1065664190800	00-00002149	синий	19		3	CHICCO	Обувь	Туфли летние открытые Giorix	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	КИТАЙ	0	4 174	0	1,000	SS 2021	1		8051182181997
499	1065664200800	00-00002150	синий	20		3	CHICCO	Обувь	Туфли летние открытые Giorix	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	КИТАЙ	0	4 174	0	1,000	SS 2021	1		8051182182017
500	1065664210800	00-00002151	синий	21		3	CHICCO	Обувь	Туфли летние открытые Giorix	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	КИТАЙ	0	4 174	0	1,000	SS 2021	1		8051182182031
501	1065664220800	00-00002152	синий	22		3	CHICCO	Обувь	Туфли летние открытые Giorix	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	КИТАЙ	0	4 174	0	1,000	SS 2021	1		8051182182055
502	1065673210800	00-00002154	синий	21		3	CHICCO	Обувь	Туфли летние открытые Gaby	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	КИТАЙ	0	4 174	0	1,000	SS 2021	1		8051182182901
503	1065673220800	00-00002155	синий	22		3	CHICCO	Обувь	Туфли летние открытые Gaby	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	КИТАЙ	0	4 174	0	1,000	SS 2021	1		8051182182925
504	1065442170300	00-00002162	белый	170		3	CHICCO	Обувь	Туфли летние открытые Derek	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	БАНГЛАДЕШ	0	5 734	0	1,000	SS 2021	1		8051182193907
505	1065442170800	00-00002163	синий	170		3	CHICCO	Обувь	Туфли летние открытые Derek	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	БАНГЛАДЕШ	0	5 734	0	1,000	SS 2021	1		8051182193914
506	1065442190800	00-00002164	синий	19		3	CHICCO	Обувь	Туфли летние открытые Derek	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	БАНГЛАДЕШ	0	5 734	0	1,000	SS 2021	1		8051182193976
507	1065442220020	00-00002165	серебристый	22		3	CHICCO	Обувь	Туфли летние открытые Derek	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	БАНГЛАДЕШ	0	5 734	0	1,000	SS 2021	1		8051182194041
508	1065651200300	00-00002166	белый	20		3	CHICCO	Обувь	Туфли Gayer	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	БАНГЛАДЕШ	0	5 168	0	1,000	SS 2021	1		8051182180938
509	1065651220300	00-00002168	белый	22		3	CHICCO	Обувь	Туфли Gayer	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	БАНГЛАДЕШ	0	5 168	0	1,000	SS 2021	1		8051182180990
510	1065651230300	00-00002169	белый	23		3	CHICCO	Обувь	Туфли Gayer	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	БАНГЛАДЕШ	0	5 168	0	1,000	SS 2021	1		8051182181027
511	1065673190800	00-00002170	синий	19		3	CHICCO	Обувь	Туфли летние открытые Gaby	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	КИТАЙ	0	4 174	0	1,000	SS 2021	1		8051182182864
512	1065673200800	00-00002171	синий	20		3	CHICCO	Обувь	Туфли летние открытые Gaby	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	КИТАЙ	0	4 174	0	1,000	SS 2021	1		8051182182888
513	1065673230800	00-00002172	синий	23		3	CHICCO	Обувь	Туфли летние открытые Gaby	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	КИТАЙ	0	4 174	0	1,000	SS 2021	1		8051182182949
514	NY21BP-1P-51	00-00002179	черный	140		3	LETTY	Одежда	брюки	65% хлопок, 35% полиэстер	0	Россия	РОССИЯ	0	4 475	0	2,000	SS 2021	1		2000009253092
515	NY21BP-1P-51	00-00002179	черный	146		3	LETTY	Одежда	брюки	65% хлопок, 35% полиэстер	0	Россия	РОССИЯ	0	4 475	0	2,000	SS 2021	1		2000009253078
516	NY21BP-1P-51	00-00002179	черный	152		3	LETTY	Одежда	брюки	65% хлопок, 35% полиэстер	0	Россия	РОССИЯ	0	4 475	0	2,000	SS 2021	1		2000009253061
517	NY21BP-1P-51	00-00002179	черный	158		3	LETTY	Одежда	брюки	65% хлопок, 35% полиэстер	0	Россия	РОССИЯ	0	4 475	0	1,000	SS 2021	1		2000009253115
518	NY21BP-1P-51	00-00002179	черный	164		3	LETTY	Одежда	брюки	65% хлопок, 35% полиэстер	0	Россия	РОССИЯ	0	4 475	0	3,000	SS 2021	1		2000009253054
519	NY21BP-1P-51	00-00002179	черный	170		3	LETTY	Одежда	брюки	65% хлопок, 35% полиэстер	0	Россия	РОССИЯ	0	4 475	0	3,000	SS 2021	1		2000009253047
520	NY21BP-1P-51	00-00002179	черный	176		3	LETTY	Одежда	брюки	65% хлопок, 35% полиэстер	0	Россия	РОССИЯ	0	4 475	0	2,000	SS 2021	1		2000009266207
521	NY21BP-1P-51.1	00-00002180	черный	140		3	LETTY	Одежда	брюки	65% хлопок, 35% полиэстер	0	Россия	РОССИЯ	0	4 875	0	1,000	SS 2021	1		2000009253207
522	NY21BP-1P-51.1	00-00002180	черный	146		3	LETTY	Одежда	брюки	65% хлопок, 35% полиэстер	0	Россия	РОССИЯ	0	4 875	0	3,000	SS 2021	1		2000009253153
523	NY21BP-1P-51.1	00-00002180	черный	152		3	LETTY	Одежда	брюки	65% хлопок, 35% полиэстер	0	Россия	РОССИЯ	0	4 875	0	2,000	SS 2021	1		2000009253160
524	NY21BP-1P-51.1	00-00002180	черный	158		3	LETTY	Одежда	брюки	65% хлопок, 35% полиэстер	0	Россия	РОССИЯ	0	4 875	0	1,000	SS 2021	1		2000009253122
525	NY21BP-1P-51.1	00-00002180	черный	164		3	LETTY	Одежда	брюки	65% хлопок, 35% полиэстер	0	Россия	РОССИЯ	0	4 875	0	2,000	SS 2021	1		2000009253146
526	NY21BP-1P-51.1	00-00002180	черный	170		3	LETTY	Одежда	брюки	65% хлопок, 35% полиэстер	0	Россия	РОССИЯ	0	4 875	0	1,000	SS 2021	1		2000009253139
527	NY21BP-1P-51.1	00-00002180	черный	176		3	LETTY	Одежда	брюки	65% хлопок, 35% полиэстер	0	Россия	РОССИЯ	0	4 875	0	2,000	SS 2021	1		2000009266238
528	UMA	00-00002207	Smoke rose	134		3	РИОНА	Одежда	Костюм трикотажный	90% хлопок,10% эластан	0	ИП Захватова	РОССИЯ	0	6 000	0	1,000	SS 2021	1		2000515292202
529	UMA	00-00002207	коричневый	158		3	РИОНА	Одежда	Костюм трикотажный	90% хлопок,10% эластан	0	ИП Захватова	РОССИЯ	0	6 300	0	1,000	SS 2021	1		2000515291977
530	UMA	00-00002207	коричневый	164		3	РИОНА	Одежда	Костюм трикотажный	90% хлопок,10% эластан	0	ИП Захватова	РОССИЯ	0	6 300	0	1,000	SS 2021	1		2000515291984
531	UMA	00-00002207	кремовый	134		3	РИОНА	Одежда	Костюм трикотажный	90% хлопок,10% эластан	0	ИП Захватова	РОССИЯ	0	6 300	0	1,000	SS 2021	1		2000515292103
532	UMA	00-00002207	кремовый	158		3	РИОНА	Одежда	Костюм трикотажный	90% хлопок,10% эластан	0	ИП Захватова	РОССИЯ	0	6 300	0	1,000	SS 2021	1		2000515293223
533	UMA	00-00002207	кремовый	170		3	РИОНА	Одежда	Костюм трикотажный	90% хлопок,10% эластан	0	ИП Захватова	РОССИЯ	0	6 300	0	1,000	SS 2021	1		2000515293225
534	UMA	00-00002207	лиловый	158		3	РИОНА	Одежда	Костюм трикотажный	90% хлопок,10% эластан	0	ИП Захватова	РОССИЯ	0	6 300	0	1,000	SS 2021	1		2000515293260
535	UMA	00-00002207	лиловый	164		3	РИОНА	Одежда	Костюм трикотажный	90% хлопок,10% эластан	0	ИП Захватова	РОССИЯ	0	6 300	0	1,000	SS 2021	1		2000515293261
536	UMA	00-00002207	лиловый	170		3	РИОНА	Одежда	Костюм трикотажный	90% хлопок,10% эластан	0	ИП Захватова	РОССИЯ	0	6 300	0	1,000	SS 2021	1		2000515293262
537	UMA	00-00002207	оливковый	170		3	РИОНА	Одежда	Костюм трикотажный	90% хлопок,10% эластан	0	ИП Захватова	РОССИЯ	0	6 300	0	2,000	SS 2021	1		2000515292028
538	UMA	00-00002207	пепельн роза	134		3	РИОНА	Одежда	Костюм трикотажный	90% хлопок,10% эластан	0	ИП Захватова	РОССИЯ	0	6 000	0	1,000	SS 2021	1		2000515292158
539	UMA	00-00002207	розовый	110		3	РИОНА	Одежда	Костюм трикотажный	90% хлопок,10% эластан	0	ИП Захватова	РОССИЯ	0	5 400	0	1,000	SS 2021	1		2000515292318
540	UMA	00-00002207	розовый	122		3	РИОНА	Одежда	Костюм трикотажный	90% хлопок,10% эластан	0	ИП Захватова	РОССИЯ	0	5 400	0	1,000	SS 2021	1		2000515292325
541	UMA	00-00002207	синий	170		3	РИОНА	Одежда	Костюм трикотажный	90% хлопок,10% эластан	0	ИП Захватова	РОССИЯ	0	6 300	0	1,000	SS 2021	1		2000515293229
542	UMA	00-00002207	т/беж	116		3	РИОНА	Одежда	Костюм трикотажный	90% хлопок,10% эластан	0	ИП Захватова	РОССИЯ	0	5 400	0	1,000	SS 2021	1		2000515292363
543	UMA	00-00002207	т/бежевый	98		3	РИОНА	Одежда	Костюм трикотажный	90% хлопок,10% эластан	0	ИП Захватова	РОССИЯ	0	5 400	0	1,000	SS 2021	1		2000515292967
544	UMA	00-00002207	террак	158		3	РИОНА	Одежда	Костюм трикотажный	90% хлопок,10% эластан	0	ИП Захватова	РОССИЯ	0	6 300	0	1,000	SS 2021	1		2000515292035
545	1065699200050	00-00002314	серебристый	20		3	CHICCO	Обувь	Туфли летние открытые Gory	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	БАНГЛАДЕШ	0	4 174	0	1,000	SS 2021	1		8051182187937
546	1065699210050	00-00002316	серебристый	21		3	CHICCO	Обувь	Туфли летние открытые Gory	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	БАНГЛАДЕШ	0	4 174	0	1,000	SS 2021	1		8051182187975
547	1065699210100	00-00002317	розовый	21		3	CHICCO	Обувь	Туфли летние открытые Gory	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	БАНГЛАДЕШ	0	4 174	0	1,000	SS 2021	1		8051182187982
548	1065699220050	00-00002318	серебристый	22		3	CHICCO	Обувь	Туфли летние открытые Gory	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	БАНГЛАДЕШ	0	4 174	0	1,000	SS 2021	1		8051182188019
549	1065699230050	00-00002320	серебристый	23		3	CHICCO	Обувь	Туфли летние открытые Gory	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	БАНГЛАДЕШ	0	4 174	0	1,000	SS 2021	1		8051182188057
550	1065699230100	00-00002321	розовый	23		3	CHICCO	Обувь	Туфли летние открытые Gory	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	БАНГЛАДЕШ	0	4 174	0	1,000	SS 2021	1		8051182188064
551	1061523180040	00-00002322	серебристый	18		3	CHICCO	Обувь	Туфли летние открытые Gabriel	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	КИТАЙ	0	4 174	0	1,000	SS 2021	1		8051182180563
552	1061523180800	00-00002323	синий	18		3	CHICCO	Обувь	Туфли летние открытые Gabriel	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	КИТАЙ	0	4 174	0	1,000	SS 2021	1		8055344954757
553	1061523190040	00-00002324	серебристый	19		3	CHICCO	Обувь	Туфли летние открытые Gabriel	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	КИТАЙ	0	4 174	0	1,000	SS 2021	1		8051182180570
554	1061523190800	00-00002325	синий	19		3	CHICCO	Обувь	Туфли летние открытые Gabriel	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	КИТАЙ	0	4 174	0	1,000	SS 2021	1		8055344954771
555	1061523200040	00-00002326	серебристый	20		3	CHICCO	Обувь	Туфли летние открытые Gabriel	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	КИТАЙ	0	4 174	0	1,000	SS 2021	1		8051182180587
556	1061523220040	00-00002328	серебристый	22		3	CHICCO	Обувь	Туфли летние открытые Gabriel	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	КИТАЙ	0	4 174	0	1,000	SS 2021	1		8051182180600
557	1061751270650	00-00002337	зеленый	27		3	CHICCO	Обувь	Туфли летние открытые Mango	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	КИТАЙ	0	1 689	0	1,000	SS 2021	1		8051182180709
558	1061751280150	00-00002338	фуксия	28		3	CHICCO	Обувь	Туфли летние открытые Mango	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	КИТАЙ	0	1 689	0	1,000	SS 2021	1		8055344993060
559	1061751280650	00-00002339	зеленый	28		3	CHICCO	Обувь	Туфли летние открытые Mango	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	КИТАЙ	0	1 689	0	1,000	SS 2021	1		8051182180716
560	1061751290150	00-00002340	фуксия	29		3	CHICCO	Обувь	Туфли летние открытые Mango	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	КИТАЙ	0	1 689	0	1,000	SS 2021	1		8055344993091
561	1061751290650	00-00002341	зеленый	29		3	CHICCO	Обувь	Туфли летние открытые Mango	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	КИТАЙ	0	1 689	0	1,000	SS 2021	1		8051182180723
562	1063383270800	00-00002345	синий	27		3	CHICCO	Обувь	Туфли летние открытые Florian	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	КИТАЙ	0	2 782	0	1,000	SS 2021	1		8051182061107
563	1065102160300	00-00002348	белый	160		3	CHICCO	Обувь	Пинетки Oberon	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	КИТАЙ	0	1 987	0	1,000	SS 2021	1		8051182190111
564	1065102170300	00-00002349	белый	170		3	CHICCO	Обувь	Пинетки Oberon	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	КИТАЙ	0	1 987	0	1,000	SS 2021	1		8051182190142
565	1065102180300	00-00002350	белый	18		3	CHICCO	Обувь	Пинетки Oberon	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	КИТАЙ	0	1 987	0	1,000	SS 2021	1		8051182190173
566	1065114190800	00-00002355	синий	19		3	CHICCO	Обувь	Пинетки Osca	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	КИТАЙ	0	1 987	0	1,000	SS 2021	1		8051182190654
567	1065137170300	00-00002358	белый	170		3	CHICCO	Обувь	Пинетки Ottavio	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	КИТАЙ	0	1 788	0	1,000	SS 2021	1		8051182191767
568	1065137170800	00-00002359	синий	170		3	CHICCO	Обувь	Пинетки Ottavio	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	КИТАЙ	0	1 788	0	1,000	SS 2021	1		8051182191781
569	1065137180800	00-00002360	синий	18		3	CHICCO	Обувь	Пинетки Ottavio	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	КИТАЙ	0	1 788	0	1,000	SS 2021	1		8051182191811
570	1065137190300	00-00002361	белый	19		3	CHICCO	Обувь	Пинетки Ottavio	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	КИТАЙ	0	1 788	0	1,000	SS 2021	1		8051182191828
571	1065137190800	00-00002362	синий	19		3	CHICCO	Обувь	Пинетки Ottavio	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	КИТАЙ	0	1 788	0	1,000	SS 2021	1		8051182191842
572	1061124170700	00-00002365	красный	170		3	CHICCO	Обувь	Пинетки  Owes	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	КИТАЙ	0	1 589	0	1,000	SS 2021	1		8051182056868
573	1061124180700	00-00002366	красный	18		3	CHICCO	Обувь	Пинетки  Owes	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	КИТАЙ	0	1 589	0	1,000	SS 2021	1		8051182056875
574	1063381240800	00-00002368	синий	24		3	CHICCO	Обувь	Туфли Frederic	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	КИТАЙ	0	2 782	0	1,000	SS 2021	1		8051182060278
575	1063381270800	00-00002370	синий	27		3	CHICCO	Обувь	Туфли Frederic	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	КИТАЙ	0	2 782	0	1,000	SS 2021	1		8051182060391
576	1063381280800	00-00002371	синий	28		3	CHICCO	Обувь	Туфли Frederic	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	КИТАЙ	0	2 782	0	1,000	SS 2021	1		8051182060438
577	1063464190800	00-00002375	синий	19		3	CHICCO	Обувь	Туфли Gabbiano 	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	КИТАЙ	0	3 080	0	1,000	SS 2021	1		8051182083338
578	1063464200800	00-00002376	синий	20		3	CHICCO	Обувь	Туфли Gabbiano 	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	КИТАЙ	0	3 080	0	1,000	SS 2021	1		8051182083383
579	1063464220800	00-00002378	синий	22		3	CHICCO	Обувь	Туфли Gabbiano 	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	КИТАЙ	0	3 080	0	1,000	SS 2021	1		8051182083482
580	1063464230800	00-00002379	синий	23		3	CHICCO	Обувь	Туфли Gabbiano 	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	КИТАЙ	0	3 080	0	1,000	SS 2021	1		8051182083536
581	1065101160800	00-00002380	синий	160		3	CHICCO	Обувь	Пинетки Oreste	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	КИТАЙ	0	1 987	0	1,000	SS 2021	1		8051182189993
582	1065101170800	00-00002381	синий	170		3	CHICCO	Обувь	Пинетки Oreste	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	КИТАЙ	0	1 987	0	1,000	SS 2021	1		8051182190012
583	1065101180800	00-00002382	синий	18		3	CHICCO	Обувь	Пинетки Oreste	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	КИТАЙ	0	1 987	0	1,000	SS 2021	1		8051182190036
584	1065101190800	00-00002383	синий	19		3	CHICCO	Обувь	Пинетки Oreste	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	КИТАЙ	0	1 987	0	1,000	SS 2021	1		8051182190050
585	1065104160950	00-00002384	серый	160		3	CHICCO	Обувь	Пинетки Ortego	См.на навесном ярлыке	0	Artsana S.p.A. (Италия)	КИТАЙ	0	1 987	0	1,000	SS 2021	1		8051182190296
