38;9WURU-042-31-34;00-00000246;розовый;31-34;;3;Норвег;Носки;Merino Wool Носки детские;87% шерсть мериносов, 10% полиэстер, 3% эластан;0;Норвег;;0;522;0;1,000;Fall 2020;1;;
39;9WURU-042-35-38;00-00000247;розовый;35-38;;3;Норвег;Носки;Merino Wool Носки детские;87% шерсть мериносов, 10% полиэстер, 3% эластан;0;Норвег;;0;522;0;1,000;Fall 2020;1;;
40;9WURU-002-31-34;00-00000250;черный;31-34;;3;Норвег;Носки;Merino Wool Носки детские;87% шерсть мериносов, 10% полиэстер, 3% эластан;0;Норвег;;0;522;0;1,000;Fall 2020;1;;
41;9MURU-012-31-34;00-00000252;серо-красный;31-34;;3;Норвег;Носки;Multifunctional  Носки детские;65% шерсть мериносов, 15% полиэстер, 5% эластан, 15% поликолон (РР);0;Норвег;;0;656;0;2,000;Fall 2020;1;;
42;9MURU-012-35-38;00-00000253;серо-красный;35-38;;3;Норвег;Носки;Multifunctional  Носки детские;65% шерсть мериносов, 15% полиэстер, 5% эластан, 15% поликолон (РР);0;Норвег;;0;656;0;2,000;Fall 2020;1;;
43;9MURU-041-31-34;00-00000256;темно-серый;31-34;;3;Норвег;Носки;Multifunctional  Носки детские;65% шерсть мериносов, 15% полиэстер, 5% эластан, 15% поликолон (РР);0;Норвег;;0;656;0;1,000;Fall 2020;1;;
44;9SMURU-012-35-38;00-00000261;красный;35-38;;3;Норвег;Носки;Soft Merino Wool Носки детские;87% шерсть мериносов, 10% полиэстер, 3% эластан;0;Норвег;;0;722;0;1,000;Fall 2020;1;;
45;9SMURU-013-35-38;00-00000263;синий;35-38;;3;Норвег;Носки;Soft Merino Wool Носки детские;87% шерсть мериносов, 10% полиэстер, 3% эластан;0;Норвег;;0;722;0;1,000;Fall 2020;1;;
46;9SMURU-002-31-34;00-00000266;черный;31-34;;3;Норвег;Носки;Soft Merino Wool Носки детские;87% шерсть мериносов, 10% полиэстер, 3% эластан;0;Норвег;;0;722;0;1,000;Fall 2020;1;;
47;7SWVU-001;00-00000290;белый;One Size;;3;Норвег;Шарфы;"Снуд (шарф ""труба"")";100% extrafine merino wool;0;Норвег;;0;1 944;0;1,000;Fall 2020;1;;
48;IG0IG00704;00-00000326;черный;140;;3;Calvin Klein;Верхняя одежда;Куртка пуховая;83% Полиамид, 17% Эластан;0;Calvin Klein Europe B.V.;КИТАЙ;0;21 999;0;1,000;Fall 2020;1;;
49;IG0IG00704;00-00000326;черный;164;;3;Calvin Klein;Верхняя одежда;Куртка пуховая;83% Полиамид, 17% Эластан;0;Calvin Klein Europe B.V.;КИТАЙ;0;21 999;0;1,000;Fall 2020;1;;
50;IG0IG00704;00-00000326;черный;176;;3;Calvin Klein;Верхняя одежда;Куртка пуховая;83% Полиамид, 17% Эластан;0;Calvin Klein Europe B.V.;КИТАЙ;0;21 999;0;1,000;Fall 2020;1;;
51;IG0IG00704;00-00000326;черный;128;;3;Calvin Klein;Верхняя одежда;Куртка пуховая;83% Полиамид, 17% Эластан;0;Calvin Klein Europe B.V.;КИТАЙ;0;21 999;0;1,000;Fall 2020;1;;
52;IG0IG00647;00-00000328;розовый;176;;3;Calvin Klein;Одежда;Брюки;96% хлопок, 4% эластан;0;Calvin Klein Europe B.V.;;0;8 099;0;1,000;Fall 2020;1;;
53;IG0IG00647;00-00000328;розовый;128;;3;Calvin Klein;Одежда;Брюки;96% хлопок, 4% эластан;0;Calvin Klein Europe B.V.;;0;8 099;0;1,000;Fall 2020;1;;
54;IG0IG00380;00-00000330;зеленый;164;;3;Calvin Klein;Одежда;Футболка с коротким рукавом;100% Органический хлопок;0;Calvin Klein Europe B.V.;ШРИ-ЛАНКА;0;3 299;0;1,000;Fall 2020;1;;
55;IG0IG00380;00-00000330;зеленый;176;;3;Calvin Klein;Одежда;Футболка с коротким рукавом;100% Органический хлопок;0;Calvin Klein Europe B.V.;ШРИ-ЛАНКА;0;3 299;0;1,000;Fall 2020;1;;
56;IG0IG00380;00-00000330;зеленый;128;;3;Calvin Klein;Одежда;Футболка с коротким рукавом;100% Органический хлопок;0;Calvin Klein Europe B.V.;ШРИ-ЛАНКА;0;3 299;0;1,000;Fall 2020;1;;
57;IB0IB00759;00-00000337;черный;128;;3;Calvin Klein;Верхняя одежда;Куртка пуховая;83% Полиамид, 17% Эластан;0;Calvin Klein Europe B.V.;КИТАЙ;0;24 999;0;1,000;Fall 2020;1;;
58;6406001;00-00000343;черный;31;;3;K.PAFI;Обувь;Детские кожаные ботинки для мальчика;;0;K.PAFI;ТУРЦИЯ;0;7 900;0;2,000;Fall 2020;1;;
59;6406001;00-00000343;черный;32;;3;K.PAFI;Обувь;Детские кожаные ботинки для мальчика;;0;K.PAFI;ТУРЦИЯ;0;7 900;0;2,000;Fall 2020;1;;
60;6406001;00-00000343;черный;33;;3;K.PAFI;Обувь;Детские кожаные ботинки для мальчика;;0;K.PAFI;ТУРЦИЯ;0;7 900;0;1,000;Fall 2020;1;;
61;6406001;00-00000343;черный;34;;3;K.PAFI;Обувь;Детские кожаные ботинки для мальчика;;0;K.PAFI;ТУРЦИЯ;0;7 900;0;2,000;Fall 2020;1;;
62;6406001;00-00000343;черный;35;;3;K.PAFI;Обувь;Детские кожаные ботинки для мальчика;;0;K.PAFI;ТУРЦИЯ;0;7 900;0;1,000;Fall 2020;1;;
63;6406001;00-00000343;черный;36;;3;K.PAFI;Обувь;Детские кожаные ботинки для мальчика;;0;K.PAFI;ТУРЦИЯ;0;7 900;0;1,000;Fall 2020;1;;
64;60428;00-00000344;хаки;31;;3;K.PAFI;Обувь;Детские кожаные ботинки для мальчика;;0;K.PAFI;ТУРЦИЯ;0;7 000;0;1,000;Fall 2020;1;;
65;60428;00-00000344;черный;37;;3;K.PAFI;Обувь;Детские кожаные ботинки для мальчика;;0;K.PAFI;ТУРЦИЯ;0;7 125;0;1,000;Fall 2020;1;;
66;60428;00-00000344;черный;38;;3;K.PAFI;Обувь;Детские кожаные ботинки для мальчика;;0;K.PAFI;ТУРЦИЯ;0;7 125;0;1,000;Fall 2020;1;;
67;2003743;00-00000345;черный;31;;3;K.PAFI;Обувь;Детские кожаные ботинки для мальчика;;0;K.PAFI;ТУРЦИЯ;0;6 350;0;1,000;Fall 2020;1;;
68;2003743;00-00000345;черный;33;;3;K.PAFI;Обувь;Детские кожаные ботинки для мальчика;;0;K.PAFI;ТУРЦИЯ;0;6 350;0;1,000;Fall 2020;1;;
69;2003743;00-00000345;черный;37;;3;K.PAFI;Обувь;Детские кожаные ботинки для мальчика;;0;K.PAFI;ТУРЦИЯ;0;6 750;0;1,000;Fall 2020;1;;
70;2003743;00-00000345;черный;38;;3;K.PAFI;Обувь;Детские кожаные ботинки для мальчика;;0;K.PAFI;ТУРЦИЯ;0;6 750;0;2,000;Fall 2020;1;;
71;2003743;00-00000345;черный;39;;3;K.PAFI;Обувь;Детские кожаные ботинки для мальчика;;0;K.PAFI;ТУРЦИЯ;0;6 750;0;1,000;Fall 2020;1;;
72;2003743;00-00000345;черный;40;;3;K.PAFI;Обувь;Детские кожаные ботинки для мальчика;;0;K.PAFI;ТУРЦИЯ;0;6 750;0;2,000;Fall 2020;1;;
73;2003415-1;00-00000346;желтый;39;;3;K.PAFI;Обувь;Детские кожаные ботинки для мальчика;;0;K.PAFI;ТУРЦИЯ;0;8 125;0;1,000;Fall 2020;1;;
74;2003415-1;00-00000346;синий;31;;3;K.PAFI;Обувь;Детские кожаные ботинки для мальчика;;0;K.PAFI;ТУРЦИЯ;0;7 750;0;2,000;Fall 2020;1;;
75;2003415-1;00-00000346;синий;32;;3;K.PAFI;Обувь;Детские кожаные ботинки для мальчика;;0;K.PAFI;ТУРЦИЯ;0;7 750;0;1,000;Fall 2020;1;;
76;2003415-1;00-00000346;синий;33;;3;K.PAFI;Обувь;Детские кожаные ботинки для мальчика;;0;K.PAFI;ТУРЦИЯ;0;7 750;0;1,000;Fall 2020;1;;
77;2003415-1;00-00000346;черный;31;;3;K.PAFI;Обувь;Детские кожаные ботинки для мальчика;;0;K.PAFI;ТУРЦИЯ;0;7 750;0;2,000;Fall 2020;1;;
78;2003415-1;00-00000346;черный;32;;3;K.PAFI;Обувь;Детские кожаные ботинки для мальчика;;0;K.PAFI;ТУРЦИЯ;0;7 750;0;2,000;Fall 2020;1;;
79;2003415-1;00-00000346;черный;38;;3;K.PAFI;Обувь;Детские кожаные ботинки для мальчика;;0;K.PAFI;ТУРЦИЯ;0;8 125;0;1,000;Fall 2020;1;;
80;2003415-1;00-00000346;черный;40;;3;K.PAFI;Обувь;Детские кожаные ботинки для мальчика;;0;K.PAFI;ТУРЦИЯ;0;8 125;0;2,000;Fall 2020;1;;
81;6801080;00-00000349;серебряный счерным;32;;3;K.PAFI;Обувь;Детские кожаные ботинки для девочки;;0;K.PAFI;ТУРЦИЯ;0;8 500;0;1,000;Fall 2020;1;;
82;6801080;00-00000349;серебряный счерным;33;;3;K.PAFI;Обувь;Детские кожаные ботинки для девочки;;0;K.PAFI;ТУРЦИЯ;0;8 500;0;2,000;Fall 2020;1;;
83;6801080;00-00000349;серебряный счерным;34;;3;K.PAFI;Обувь;Детские кожаные ботинки для девочки;;0;K.PAFI;ТУРЦИЯ;0;8 500;0;1,000;Fall 2020;1;;
84;6801080;00-00000349;серебряный счерным;36;;3;K.PAFI;Обувь;Детские кожаные ботинки для девочки;;0;K.PAFI;ТУРЦИЯ;0;8 500;0;2,000;Fall 2020;1;;
85;6801080;00-00000349;серебряный счерным;37;;3;K.PAFI;Обувь;Детские кожаные ботинки для девочки;;0;K.PAFI;ТУРЦИЯ;0;8 500;0;2,000;Fall 2020;1;;
86;6801080;00-00000349;черный;32;;3;K.PAFI;Обувь;Детские кожаные ботинки для девочки;;0;K.PAFI;ТУРЦИЯ;0;8 500;0;2,000;Fall 2020;1;;
87;6801080;00-00000349;черный;33;;3;K.PAFI;Обувь;Детские кожаные ботинки для девочки;;0;K.PAFI;ТУРЦИЯ;0;8 500;0;1,000;Fall 2020;1;;
88;6801080;00-00000349;черный;34;;3;K.PAFI;Обувь;Детские кожаные ботинки для девочки;;0;K.PAFI;ТУРЦИЯ;0;8 500;0;1,000;Fall 2020;1;;
89;6801080;00-00000349;черный;36;;3;K.PAFI;Обувь;Детские кожаные ботинки для девочки;;0;K.PAFI;ТУРЦИЯ;0;8 500;0;2,000;Fall 2020;1;;
90;6801080;00-00000349;черный;37;;3;K.PAFI;Обувь;Детские кожаные ботинки для девочки;;0;K.PAFI;ТУРЦИЯ;0;8 500;0;2,000;Fall 2020;1;;
91;5208;00-00000350;черный;31;;3;K.PAFI;Обувь;Детские кожаные ботинки для девочки;;0;K.PAFI;ТУРЦИЯ;0;6 925;0;2,000;Fall 2020;1;;
92;5208;00-00000350;черный;32;;3;K.PAFI;Обувь;Детские кожаные ботинки для девочки;;0;K.PAFI;ТУРЦИЯ;0;6 925;0;1,000;Fall 2020;1;;
93;5208;00-00000350;черный;33;;3;K.PAFI;Обувь;Детские кожаные ботинки для девочки;;0;K.PAFI;ТУРЦИЯ;0;6 925;0;1,000;Fall 2020;1;;
94;5208;00-00000350;черный;37;;3;K.PAFI;Обувь;Детские кожаные ботинки для девочки;;0;K.PAFI;ТУРЦИЯ;0;7 325;0;1,000;Fall 2020;1;;
95;5208;00-00000350;черный;38;;3;K.PAFI;Обувь;Детские кожаные ботинки для девочки;;0;K.PAFI;ТУРЦИЯ;0;7 325;0;1,000;Fall 2020;1;;
96;5208;00-00000350;черный;39;;3;K.PAFI;Обувь;Детские кожаные ботинки для девочки;;0;K.PAFI;ТУРЦИЯ;0;7 325;0;2,000;Fall 2020;1;;
97;5206;00-00000351;зеленый;37;;3;K.PAFI;Обувь;Детские кожаные ботинки для девочки;;0;K.PAFI;ТУРЦИЯ;0;7 325;0;4,000;Fall 2020;1;;
98;5206;00-00000351;зеленый;38;;3;K.PAFI;Обувь;Детские кожаные ботинки для девочки;;0;K.PAFI;ТУРЦИЯ;0;7 325;0;2,000;Fall 2020;1;;
99;5206;00-00000351;зеленый;39;;3;K.PAFI;Обувь;Детские кожаные ботинки для девочки;;0;K.PAFI;ТУРЦИЯ;0;7 325;0;2,000;Fall 2020;1;;
100;5206;00-00000351;черный;37;;3;K.PAFI;Обувь;Детские кожаные ботинки для девочки;;0;K.PAFI;ТУРЦИЯ;0;7 325;0;2,000;Fall 2020;1;;
101;5206;00-00000351;черный;38;;3;K.PAFI;Обувь;Детские кожаные ботинки для девочки;;0;K.PAFI;ТУРЦИЯ;0;7 325;0;2,000;Fall 2020;1;;
102;5206;00-00000351;черный;39;;3;K.PAFI;Обувь;Детские кожаные ботинки для девочки;;0;K.PAFI;ТУРЦИЯ;0;7 325;0;1,000;Fall 2020;1;;
103;5201;00-00000352;зеленый;37;;3;K.PAFI;Обувь;Детские кожаные ботинки для девочки;;0;K.PAFI;ТУРЦИЯ;0;8 300;0;4,000;Fall 2020;1;;
104;5201;00-00000352;зеленый;38;;3;K.PAFI;Обувь;Детские кожаные ботинки для девочки;;0;K.PAFI;ТУРЦИЯ;0;8 300;0;4,000;Fall 2020;1;;
105;5201;00-00000352;зеленый;39;;3;K.PAFI;Обувь;Детские кожаные ботинки для девочки;;0;K.PAFI;ТУРЦИЯ;0;8 300;0;2,000;Fall 2020;1;;
106;5201;00-00000352;черный;37;;3;K.PAFI;Обувь;Детские кожаные ботинки для девочки;;0;K.PAFI;ТУРЦИЯ;0;8 300;0;2,000;Fall 2020;1;;
107;5201;00-00000352;черный;38;;3;K.PAFI;Обувь;Детские кожаные ботинки для девочки;;0;K.PAFI;ТУРЦИЯ;0;8 300;0;1,000;Fall 2020;1;;
108;410845;00-00000353;серебряный;37;;3;K.PAFI;Обувь;Детские кожаные ботинки для девочки;;0;K.PAFI;ТУРЦИЯ;0;6 925;0;1,000;Fall 2020;1;;
109;410845;00-00000353;черный;39;;3;K.PAFI;Обувь;Детские кожаные ботинки для девочки;;0;K.PAFI;ТУРЦИЯ;0;7 325;0;1,000;Fall 2020;1;;
110;410845;00-00000353;черный;40;;3;K.PAFI;Обувь;Детские кожаные ботинки для девочки;;0;K.PAFI;ТУРЦИЯ;0;7 325;0;2,000;Fall 2020;1;;
111;Топ 385;00-00000358;кофейный;One Size;;3;WAGCONCEPT;Шапки;Шапка;50%cotton, 10% viscose, 40% poliacryl;0;ИП Топорков;РОССИЯ;0;960;0;1,000;FW 21/22;1;;
112;PB282;00-00000361;бирюзовый;One Size;;3;WAGCONCEPT;Шапки;Шапка;30% mohair, 40% wool, 30% poliacrylic;0;ИП Топорков;РОССИЯ;0;1 500;0;1,000;FW 21/22;1;;
113;YU-01;00-00000363;белый/синий;140-152;;3;Yula;Колготки;колготки набор 5 шт.;92% полиамид, 8% эластан.;0;"ООО ""Юла""";РОССИЯ;0;3 700;0;1,000;FW 21/22;1;;
114;YU-01;00-00000363;белый/синий;152-164;;3;Yula;Колготки;колготки набор 5 шт.;92% полиамид, 8% эластан.;0;"ООО ""Юла""";РОССИЯ;0;3 700;0;1,000;FW 21/22;1;;
115;YU-01;00-00000363;белый/синий;116-128;;3;Yula;Колготки;колготки набор 5 шт.;92% полиамид, 8% эластан.;0;"ООО ""Юла""";РОССИЯ;0;3 700;0;1,000;FW 21/22;1;;
116;YU-01;00-00000363;белый/синий;128-140;;3;Yula;Колготки;колготки набор 5 шт.;92% полиамид, 8% эластан.;0;"ООО ""Юла""";РОССИЯ;0;3 700;0;1,000;FW 21/22;1;;
117;YU-02;00-00000364;белый/синий/зеленый;140-152;;3;Yula;Колготки;колготки набор 5 шт.;92% полиамид, 8% эластан.;0;"ООО ""Юла""";РОССИЯ;0;3 700;0;1,000;FW 21/22;1;;
118;YU-02;00-00000364;белый/синий/зеленый;152-164;;3;Yula;Колготки;колготки набор 5 шт.;92% полиамид, 8% эластан.;0;"ООО ""Юла""";РОССИЯ;0;3 700;0;1,000;FW 21/22;1;;
119;YU-02;00-00000364;белый/синий/зеленый;116-128;;3;Yula;Колготки;колготки набор 5 шт.;92% полиамид, 8% эластан.;0;"ООО ""Юла""";РОССИЯ;0;3 700;0;1,000;FW 21/22;1;;
120;YU-02;00-00000364;белый/синий/зеленый;128-140;;3;Yula;Колготки;колготки набор 5 шт.;92% полиамид, 8% эластан.;0;"ООО ""Юла""";РОССИЯ;0;3 700;0;1,000;FW 21/22;1;;
121;YU-03;00-00000365;белый/синий/бодовый;140-152;;3;Yula;Колготки;колготки набор 5 шт.;92% полиамид, 8% эластан.;0;"ООО ""Юла""";РОССИЯ;0;3 700;0;1,000;FW 21/22;1;;
122;YU-03;00-00000365;белый/синий/бодовый;152-164;;3;Yula;Колготки;колготки набор 5 шт.;92% полиамид, 8% эластан.;0;"ООО ""Юла""";РОССИЯ;0;3 700;0;1,000;FW 21/22;1;;
123;YU-03;00-00000365;белый/синий/бодовый;116-128;;3;Yula;Колготки;колготки набор 5 шт.;92% полиамид, 8% эластан.;0;"ООО ""Юла""";РОССИЯ;0;3 700;0;1,000;FW 21/22;1;;
124;YU-03;00-00000365;белый/синий/бодовый;128-140;;3;Yula;Колготки;колготки набор 5 шт.;92% полиамид, 8% эластан.;0;"ООО ""Юла""";РОССИЯ;0;3 700;0;1,000;FW 21/22;1;;
125;YU-04;00-00000366;белый/черный/серый;140-152;;3;Yula;Колготки;колготки набор 5 шт.;92% полиамид, 8% эластан.;0;"ООО ""Юла""";РОССИЯ;0;3 700;0;2,000;FW 21/22;1;;
126;YU-04;00-00000366;белый/черный/серый;152-164;;3;Yula;Колготки;колготки набор 5 шт.;92% полиамид, 8% эластан.;0;"ООО ""Юла""";РОССИЯ;0;3 700;0;1,000;FW 21/22;1;;
127;YU-04;00-00000366;белый/черный/серый;116-128;;3;Yula;Колготки;колготки набор 5 шт.;92% полиамид, 8% эластан.;0;"ООО ""Юла""";РОССИЯ;0;3 700;0;1,000;FW 21/22;1;;
128;YU-04;00-00000366;белый/черный/серый;128-140;;3;Yula;Колготки;колготки набор 5 шт.;92% полиамид, 8% эластан.;0;"ООО ""Юла""";РОССИЯ;0;3 700;0;1,000;FW 21/22;1;;
129;YU-05;00-00000367;синий/зеленый/бордовый/белый;140-152;;3;Yula;Колготки;колготки набор 5 шт.;92% полиамид, 8% эластан.;0;"ООО ""Юла""";РОССИЯ;0;3 700;0;1,000;FW 21/22;1;;
130;YU-05;00-00000367;синий/зеленый/бордовый/белый;152-164;;3;Yula;Колготки;колготки набор 5 шт.;92% полиамид, 8% эластан.;0;"ООО ""Юла""";РОССИЯ;0;3 700;0;1,000;FW 21/22;1;;
131;YU-05;00-00000367;синий/зеленый/бордовый/белый;128-140;;3;Yula;Колготки;колготки набор 5 шт.;92% полиамид, 8% эластан.;0;"ООО ""Юла""";РОССИЯ;0;3 700;0;1,000;FW 21/22;1;;
132;YU-29;00-00000368;белый/розовый/антрацит;140-152;;3;Yula;Колготки;колготки набор 5 шт.;92% полиамид, 8% эластан.;0;"ООО ""Юла""";РОССИЯ;0;3 700;0;1,000;FW 21/22;1;;
