id;articule;modelcode;colour;size;firstsize;gender;brand;itemgroup;name;consist;provider;manufacturer;country;imagecount;price;sale;count;season;description
816;GCOL3000WLCOL;00-00002700;мятный;18 лет;;3;Le Temps des Cerises;Одежда;Шорты джинсовые;98% хлопок, 2% эластан;;SAS DOGG LABEL;МАРОККО;0;4929;0;1;SS-21;1
817;GCOL3000WLCOL;00-00002700;розовый;12 лет;;3;Le Temps des Cerises;Одежда;Шорты джинсовые;98% хлопок, 2% эластан;;SAS DOGG LABEL;МАРОККО;0;4929;0;1;SS-21;1
818;GCOL3000WLCOL;00-00002700;розовый;14 лет;;3;Le Temps des Cerises;Одежда;Шорты джинсовые;98% хлопок, 2% эластан;;SAS DOGG LABEL;МАРОККО;0;4929;0;1;SS-21;1
819;GCOL3000WLCOL;00-00002700;розовый;18 лет;;3;Le Temps des Cerises;Одежда;Шорты джинсовые;98% хлопок, 2% эластан;;SAS DOGG LABEL;МАРОККО;0;4929;0;1;SS-21;1
820;GCOL3000WLCOL;00-00002700;розовый;8 лет;;3;Le Temps des Cerises;Одежда;Шорты джинсовые;98% хлопок, 2% эластан;;SAS DOGG LABEL;МАРОККО;0;4929;0;1;SS-21;1
821;GCOL3000WLCOL;00-00002700;хаки;10 лет;;3;Le Temps des Cerises;Одежда;Шорты джинсовые;98% хлопок, 2% эластан;;SAS DOGG LABEL;МАРОККО;0;4929;0;1;SS-21;1
822;GCOL3000WLCOL;00-00002700;хаки;12 лет;;3;Le Temps des Cerises;Одежда;Шорты джинсовые;98% хлопок, 2% эластан;;SAS DOGG LABEL;МАРОККО;0;4929;0;1;SS-21;1
823;GCOL3000WLCOL;00-00002700;хаки;14 лет;;3;Le Temps des Cerises;Одежда;Шорты джинсовые;98% хлопок, 2% эластан;;SAS DOGG LABEL;МАРОККО;0;4929;0;1;SS-21;1
824;GCOL3000WLCOL;00-00002700;хаки;16 лет;;3;Le Temps des Cerises;Одежда;Шорты джинсовые;98% хлопок, 2% эластан;;SAS DOGG LABEL;МАРОККО;0;4929;0;1;SS-21;1
825;GCOL3000WLCOL;00-00002700;хаки;18 лет;;3;Le Temps des Cerises;Одежда;Шорты джинсовые;98% хлопок, 2% эластан;;SAS DOGG LABEL;МАРОККО;0;4929;0;1;SS-21;1
826;GBILLIEGI0000MC;00-00002701;белый;12 лет;;3;Le Temps des Cerises;Одежда;Футболка;100% хлопок;;SAS DOGG LABEL;КИТАЙ;0;3081;0;1;SS-21;1
827;GBILLIEGI0000MC;00-00002701;белый;14 лет;;3;Le Temps des Cerises;Одежда;Футболка;100% хлопок;;SAS DOGG LABEL;КИТАЙ;0;3081;0;1;SS-21;1
828;GBILLIEGI0000MC;00-00002701;белый;16 лет;;3;Le Temps des Cerises;Одежда;Футболка;100% хлопок;;SAS DOGG LABEL;КИТАЙ;0;3081;0;1;SS-21;1
829;GBILLIEGI0000MC;00-00002701;белый;18 лет;;3;Le Temps des Cerises;Одежда;Футболка;100% хлопок;;SAS DOGG LABEL;КИТАЙ;0;3081;0;1;SS-21;1
830;GBILLIEGI0000MC;00-00002701;белый;8 лет;;3;Le Temps des Cerises;Одежда;Футболка;100% хлопок;;SAS DOGG LABEL;КИТАЙ;0;3081;0;1;SS-21;1
831;GCRYSTALGI000MC;00-00002702;белый;12 лет;;3;Le Temps des Cerises;Одежда;Футболка;100% хлопок;;SAS DOGG LABEL;КИТАЙ;0;3081;0;1;SS-21;1
832;GCRYSTALGI000MC;00-00002702;белый;14 лет;;3;Le Temps des Cerises;Одежда;Футболка;100% хлопок;;SAS DOGG LABEL;КИТАЙ;0;3081;0;1;SS-21;1
833;GCRYSTALGI000MC;00-00002702;белый;16 лет;;3;Le Temps des Cerises;Одежда;Футболка;100% хлопок;;SAS DOGG LABEL;КИТАЙ;0;3081;0;1;SS-21;1
834;GCRYSTALGI000MC;00-00002702;белый;18 лет;;3;Le Temps des Cerises;Одежда;Футболка;100% хлопок;;SAS DOGG LABEL;КИТАЙ;0;3081;0;1;SS-21;1
835;GCRYSTALGI000MC;00-00002702;белый;8 лет;;3;Le Temps des Cerises;Одежда;Футболка;100% хлопок;;SAS DOGG LABEL;КИТАЙ;0;3081;0;1;SS-21;1
836;GKIARAGI00000MC;00-00002703;белый;10 лет;;3;Le Temps des Cerises;Одежда;Футболка;95% вискоза, 5% спандекс;;SAS DOGG LABEL;КИТАЙ;0;3697;0;1;SS-21;1
837;GKIARAGI00000MC;00-00002703;белый;16 лет;;3;Le Temps des Cerises;Одежда;Футболка;95% вискоза, 5% спандекс;;SAS DOGG LABEL;КИТАЙ;0;3697;0;1;SS-21;1
838;GKIARAGI00000MC;00-00002703;белый;18 лет;;3;Le Temps des Cerises;Одежда;Футболка;95% вискоза, 5% спандекс;;SAS DOGG LABEL;КИТАЙ;0;3697;0;1;SS-21;1
839;GKIARAGI00000MC;00-00002703;белый;8 лет;;3;Le Temps des Cerises;Одежда;Футболка;95% вискоза, 5% спандекс;;SAS DOGG LABEL;КИТАЙ;0;3697;0;1;SS-21;1
840;GTALIAGI00000MC;00-00002705;белый;14 лет;;3;Le Temps des Cerises;Одежда;Футболка;50% хлопок, 50% вискоза;;SAS DOGG LABEL;КИТАЙ;0;2464;0;1;SS-21;1
841;GTALIAGI00000MC;00-00002705;белый;16 лет;;3;Le Temps des Cerises;Одежда;Футболка;50% хлопок, 50% вискоза;;SAS DOGG LABEL;КИТАЙ;0;2464;0;1;SS-21;1
842;GTALIAGI00000MC;00-00002705;белый;18 лет;;3;Le Temps des Cerises;Одежда;Футболка;50% хлопок, 50% вискоза;;SAS DOGG LABEL;КИТАЙ;0;2464;0;2;SS-21;1
843;GTALIAGI00000MC;00-00002705;белый;8 лет;;3;Le Temps des Cerises;Одежда;Футболка;50% хлопок, 50% вискоза;;SAS DOGG LABEL;КИТАЙ;0;2464;0;2;SS-21;1
844;GTALIAGI00000MC;00-00002705;черный;14 лет;;3;Le Temps des Cerises;Одежда;Футболка;50% хлопок, 50% вискоза;;SAS DOGG LABEL;КИТАЙ;0;2464;0;1;SS-21;1
845;GTALIAGI00000MC;00-00002705;черный;16 лет;;3;Le Temps des Cerises;Одежда;Футболка;50% хлопок, 50% вискоза;;SAS DOGG LABEL;КИТАЙ;0;2464;0;1;SS-21;1
846;GTALIAGI00000MC;00-00002705;черный;18 лет;;3;Le Temps des Cerises;Одежда;Футболка;50% хлопок, 50% вискоза;;SAS DOGG LABEL;КИТАЙ;0;2464;0;1;SS-21;1
847;GTALIAGI00000MC;00-00002705;черный;8 лет;;3;Le Temps des Cerises;Одежда;Футболка;50% хлопок, 50% вискоза;;SAS DOGG LABEL;КИТАЙ;0;2464;0;1;SS-21;1
848;GTELAGI000000SM;00-00002706;черный;16 лет;;3;Le Temps des Cerises;Одежда;Комбинезон;100% полиэстер;;SAS DOGG LABEL;КИТАЙ;0;5853;0;1;SS-21;1
849;GTELAGI000000SM;00-00002706;черный;18 лет;;3;Le Temps des Cerises;Одежда;Комбинезон;100% полиэстер;;SAS DOGG LABEL;КИТАЙ;0;5853;0;1;SS-21;1
850;PGANNGI00000000;00-00002707;черный;10 лет;;3;Le Temps des Cerises;Одежда;Брюки;100% вискоза;;SAS DOGG LABEL;КИТАЙ;0;7857;0;1;SS-21;1
851;PGANNGI00000000;00-00002707;черный;16 лет;;3;Le Temps des Cerises;Одежда;Брюки;100% вискоза;;SAS DOGG LABEL;КИТАЙ;0;7857;0;1;SS-21;1
852;PGANNGI00000000;00-00002707;черный;18 лет;;3;Le Temps des Cerises;Одежда;Брюки;100% вискоза;;SAS DOGG LABEL;КИТАЙ;0;7857;0;1;SS-21;1
853;PGANNGI00000000;00-00002707;черный;8 лет;;3;Le Temps des Cerises;Одежда;Брюки;100% вискоза;;SAS DOGG LABEL;КИТАЙ;0;7857;0;1;SS-21;1
854;PGSARAGI0000000;00-00002708;черный;10 лет;;3;Le Temps des Cerises;Одежда;Брюки спортивного назначения;100% полиэстер;;SAS DOGG LABEL;КИТАЙ;0;6470;0;1;SS-21;1
855;PGSARAGI0000000;00-00002708;черный;16 лет;;3;Le Temps des Cerises;Одежда;Брюки спортивного назначения;100% полиэстер;;SAS DOGG LABEL;КИТАЙ;0;6470;0;1;SS-21;1
856;PGSARAGI0000000;00-00002708;черный;18 лет;;3;Le Temps des Cerises;Одежда;Брюки спортивного назначения;100% полиэстер;;SAS DOGG LABEL;КИТАЙ;0;6470;0;1;SS-21;1
857;GISAEGI000000SM;00-00002709;коричневый;16 лет;;3;Le Temps des Cerises;Одежда;Сарафан;100% район;;SAS DOGG LABEL;КИТАЙ;0;5237;0;1;SS-21;1
858;GISAEGI000000SM;00-00002709;коричневый;18 лет;;3;Le Temps des Cerises;Одежда;Сарафан;100% район;;SAS DOGG LABEL;КИТАЙ;0;5237;0;1;SS-21;1
859;PGCALVIGI000000;00-00002711;коричневый;18 лет;;3;Le Temps des Cerises;Одежда;Шорты;100% район;;SAS DOGG LABEL;КИТАЙ;0;5237;0;1;SS-21;1
860;PGCOCOAGI000000;00-00002712;Молочный;10 лет;;3;Le Temps des Cerises;Одежда;Шорты спортивного назначения;35% район, 5% спандекс, 60% полиэстер;;SAS DOGG LABEL;КИТАЙ;0;5237;0;1;SS-21;1
861;PGCOCOAGI000000;00-00002712;Молочный;12 лет;;3;Le Temps des Cerises;Одежда;Шорты спортивного назначения;35% район, 5% спандекс, 60% полиэстер;;SAS DOGG LABEL;КИТАЙ;0;5237;0;1;SS-21;1
862;PGCOCOAGI000000;00-00002712;Молочный;18 лет;;3;Le Temps des Cerises;Одежда;Шорты спортивного назначения;35% район, 5% спандекс, 60% полиэстер;;SAS DOGG LABEL;КИТАЙ;0;5237;0;1;SS-21;1
863;GCELIAGI00000ML;00-00002714;серый;10 лет;;3;Le Temps des Cerises;Одежда;Худи;100% хлопок;;SAS DOGG LABEL;КИТАЙ;0;5237;0;1;SS-21;1
864;GCELIAGI00000ML;00-00002714;серый;12 лет;;3;Le Temps des Cerises;Одежда;Худи;100% хлопок;;SAS DOGG LABEL;КИТАЙ;0;5237;0;1;SS-21;1
865;GCELIAGI00000ML;00-00002714;серый;14 лет;;3;Le Temps des Cerises;Одежда;Худи;100% хлопок;;SAS DOGG LABEL;КИТАЙ;0;5237;0;1;SS-21;1
866;GCELIAGI00000ML;00-00002714;серый;16 лет;;3;Le Temps des Cerises;Одежда;Худи;100% хлопок;;SAS DOGG LABEL;КИТАЙ;0;5237;0;1;SS-21;1
867;GCELIAGI00000ML;00-00002714;серый;18 лет;;3;Le Temps des Cerises;Одежда;Худи;100% хлопок;;SAS DOGG LABEL;КИТАЙ;0;5237;0;1;SS-21;1
868;GCELIAGI00000ML;00-00002714;серый;8 лет;;3;Le Temps des Cerises;Одежда;Худи;100% хлопок;;SAS DOGG LABEL;КИТАЙ;0;5237;0;1;SS-21;1
869;GHELLOGI00000MC;00-00002715;черный;10 лет;;3;Le Temps des Cerises;Одежда;Футболка;100% хлопок;;SAS DOGG LABEL;КИТАЙ;0;2620;0;2;SS-21;1
870;GHELLOGI00000MC;00-00002715;черный;14 лет;;3;Le Temps des Cerises;Одежда;Футболка;100% хлопок;;SAS DOGG LABEL;КИТАЙ;0;2620;0;2;SS-21;1
871;GHELLOGI00000MC;00-00002715;черный;16 лет;;3;Le Temps des Cerises;Одежда;Футболка;100% хлопок;;SAS DOGG LABEL;КИТАЙ;0;2620;0;2;SS-21;1
872;GHELLOGI00000MC;00-00002715;черный;18 лет;;3;Le Temps des Cerises;Одежда;Футболка;100% хлопок;;SAS DOGG LABEL;КИТАЙ;0;2620;0;2;SS-21;1
873;GHELLOGI00000MC;00-00002715;черный;8 лет;;3;Le Temps des Cerises;Одежда;Футболка;100% хлопок;;SAS DOGG LABEL;КИТАЙ;0;2620;0;1;SS-21;1
874;GNADYGI000000MC;00-00002716;коричневый;18 лет;;3;Le Temps des Cerises;Одежда;Футболка;83% хлопок, 12% полиэстер, 5% металл.нить;;SAS DOGG LABEL;КИТАЙ;0;3290;0;1;SS-21;1
875;GVICKGI000000MC;00-00002717;белый;14 лет;;3;Le Temps des Cerises;Одежда;Футболка;100% хлопок;;SAS DOGG LABEL;КИТАЙ;0;2620;0;1;SS-21;1
876;GVICKGI000000MC;00-00002717;белый;16 лет;;3;Le Temps des Cerises;Одежда;Футболка;100% хлопок;;SAS DOGG LABEL;КИТАЙ;0;2620;0;1;SS-21;1
877;GVICKGI000000MC;00-00002717;белый;18 лет;;3;Le Temps des Cerises;Одежда;Футболка;100% хлопок;;SAS DOGG LABEL;КИТАЙ;0;2620;0;1;SS-21;1
878;GWAKEGI000000MC;00-00002718;бирюзовый;10 лет;;3;Le Temps des Cerises;Одежда;Футболка;100% хлопок;;SAS DOGG LABEL;КИТАЙ;0;3290;0;1;SS-21;1
879;GWAKEGI000000MC;00-00002718;бирюзовый;14 лет;;3;Le Temps des Cerises;Одежда;Футболка;100% хлопок;;SAS DOGG LABEL;КИТАЙ;0;3290;0;1;SS-21;1
880;GWAKEGI000000MC;00-00002718;бирюзовый;16 лет;;3;Le Temps des Cerises;Одежда;Футболка;100% хлопок;;SAS DOGG LABEL;КИТАЙ;0;3290;0;1;SS-21;1
881;GWAKEGI000000MC;00-00002718;бирюзовый;18 лет;;3;Le Temps des Cerises;Одежда;Футболка;100% хлопок;;SAS DOGG LABEL;КИТАЙ;0;3290;0;1;SS-21;1
882;GWAKEGI000000MC;00-00002718;розовый;10 лет;;3;Le Temps des Cerises;Одежда;Футболка;100% хлопок;;SAS DOGG LABEL;КИТАЙ;0;3290;0;1;SS-21;1
883;GWAKEGI000000MC;00-00002718;розовый;14 лет;;3;Le Temps des Cerises;Одежда;Футболка;100% хлопок;;SAS DOGG LABEL;КИТАЙ;0;3290;0;1;SS-21;1
884;GWAKEGI000000MC;00-00002718;розовый;16 лет;;3;Le Temps des Cerises;Одежда;Футболка;100% хлопок;;SAS DOGG LABEL;КИТАЙ;0;3290;0;1;SS-21;1
885;GWAKEGI000000MC;00-00002718;розовый;18 лет;;3;Le Temps des Cerises;Одежда;Футболка;100% хлопок;;SAS DOGG LABEL;КИТАЙ;0;3290;0;1;SS-21;1
886;GTIKI000W3025;00-00002719;голубой;10 лет;;3;Le Temps des Cerises;Одежда;Шорты джинсовые;98% хлопок, 2% эластан;;SAS DOGG LABEL;МАРОККО;0;4950;0;1;SS-21;1
887;GTIKI000W3025;00-00002719;голубой;18 лет;;3;Le Temps des Cerises;Одежда;Шорты джинсовые;98% хлопок, 2% эластан;;SAS DOGG LABEL;МАРОККО;0;4950;0;1;SS-21;1
888;GTIKI000W3025;00-00002719;голубой;8 лет;;3;Le Temps des Cerises;Одежда;Шорты джинсовые;98% хлопок, 2% эластан;;SAS DOGG LABEL;МАРОККО;0;4950;0;1;SS-21;1
889;GANNELISEGI00MC;00-00002720;белый;10 лет;;3;Le Temps des Cerises;Одежда;Футболка;100% хлопок;;SAS DOGG LABEL;КИТАЙ;0;2475;0;1;SS-21;1
890;GANNELISEGI00MC;00-00002720;белый;14 лет;;3;Le Temps des Cerises;Одежда;Футболка;100% хлопок;;SAS DOGG LABEL;КИТАЙ;0;2475;0;1;SS-21;1
891;GANNELISEGI00MC;00-00002720;белый;16 лет;;3;Le Temps des Cerises;Одежда;Футболка;100% хлопок;;SAS DOGG LABEL;КИТАЙ;0;2475;0;1;SS-21;1
892;GANNELISEGI00MC;00-00002720;белый;18 лет;;3;Le Temps des Cerises;Одежда;Футболка;100% хлопок;;SAS DOGG LABEL;КИТАЙ;0;2475;0;1;SS-21;1
893;GANNELISEGI00MC;00-00002720;белый;8 лет;;3;Le Temps des Cerises;Одежда;Футболка;100% хлопок;;SAS DOGG LABEL;КИТАЙ;0;2475;0;1;SS-21;1
894;GARIANAGI0000MC;00-00002721;серый;10 лет;;3;Le Temps des Cerises;Одежда;Футболка;100% хлопок;;SAS DOGG LABEL;КИТАЙ;0;3094;0;1;SS-21;1
895;GARIANAGI0000MC;00-00002721;серый;12 лет;;3;Le Temps des Cerises;Одежда;Футболка;100% хлопок;;SAS DOGG LABEL;КИТАЙ;0;3094;0;1;SS-21;1
896;GARIANAGI0000MC;00-00002721;серый;16 лет;;3;Le Temps des Cerises;Одежда;Футболка;100% хлопок;;SAS DOGG LABEL;КИТАЙ;0;3094;0;1;SS-21;1
897;GARIANAGI0000MC;00-00002721;серый;18 лет;;3;Le Temps des Cerises;Одежда;Футболка;100% хлопок;;SAS DOGG LABEL;КИТАЙ;0;3094;0;1;SS-21;1
898;GARIANAGI0000MC;00-00002721;серый;8 лет;;3;Le Temps des Cerises;Одежда;Футболка;100% хлопок;;SAS DOGG LABEL;КИТАЙ;0;3094;0;1;SS-21;1
899;PGMOOREGI000000;00-00002722;розовый;10 лет;;3;Le Temps des Cerises;Одежда;Шорты трикотажные;40% хлопок, 60% полиэстер;;SAS DOGG LABEL;КИТАЙ;0;3250;0;1;SS-21;1
900;PGMOOREGI000000;00-00002722;розовый;14 лет;;3;Le Temps des Cerises;Одежда;Шорты трикотажные;40% хлопок, 60% полиэстер;;SAS DOGG LABEL;КИТАЙ;0;3250;0;1;SS-21;1
901;PGMOOREGI000000;00-00002722;розовый;16 лет;;3;Le Temps des Cerises;Одежда;Шорты трикотажные;40% хлопок, 60% полиэстер;;SAS DOGG LABEL;КИТАЙ;0;3250;0;1;SS-21;1
902;PGMOOREGI000000;00-00002722;розовый;18 лет;;3;Le Temps des Cerises;Одежда;Шорты трикотажные;40% хлопок, 60% полиэстер;;SAS DOGG LABEL;КИТАЙ;0;3250;0;1;SS-21;1
903;KB0KB06445;00-00002723;голубой;16;;3;Tommy Hilfiger;Одежда;КУРТКА;98% хлопок, 2% эластан;;MIC MANUFACTURING INTERNATIONAL COM;ТУНИС;0;11595;0;1;SS-21;1
904;KB0KB06445;00-00002723;голубой;8;;3;Tommy Hilfiger;Одежда;КУРТКА;98% хлопок, 2% эластан;;MIC MANUFACTURING INTERNATIONAL COM;ТУНИС;0;11595;0;1;SS-21;1
905;KB0KB06454;00-00002724;красный;8;;3;Tommy Hilfiger;Одежда;КУРТКА;100% хлопок;;Clifton Textile & Apparells Ltd;БАНГЛАДЕШ;0;11595;0;1;SS-21;1
906;KG0KG05856;00-00002726;серый;10;;3;Tommy Hilfiger;Одежда;МАЙКА(ТОП);95% хлопок, 5% эластан;;Tommy Hilfiger Europe B.V.;ТУРЦИЯ;0;4509;0;1;SS-21;1
907;KG0KG05856;00-00002726;серый;12;;3;Tommy Hilfiger;Одежда;МАЙКА(ТОП);95% хлопок, 5% эластан;;Tommy Hilfiger Europe B.V.;ТУРЦИЯ;0;4509;0;1;SS-21;1
908;KG0KG05856;00-00002726;серый;14;;3;Tommy Hilfiger;Одежда;МАЙКА(ТОП);95% хлопок, 5% эластан;;Tommy Hilfiger Europe B.V.;ТУРЦИЯ;0;4509;0;1;SS-21;1
909;KG0KG05856;00-00002726;серый;16;;3;Tommy Hilfiger;Одежда;МАЙКА(ТОП);95% хлопок, 5% эластан;;Tommy Hilfiger Europe B.V.;ТУРЦИЯ;0;4509;0;1;SS-21;1
910;KG0KG05925;00-00002727;синий;12;;3;Tommy Hilfiger;Одежда;ФУФАЙКА (ФУТБОЛКА);100% хлопок;;Tommy Hilfiger Europe B.V.;ИНДИЯ;0;4509;0;1;SS-21;1
911;KG0KG05925;00-00002727;синий;14;;3;Tommy Hilfiger;Одежда;ФУФАЙКА (ФУТБОЛКА);100% хлопок;;Tommy Hilfiger Europe B.V.;ИНДИЯ;0;4509;0;1;SS-21;1
912;KG0KG05925;00-00002727;синий;16;;3;Tommy Hilfiger;Одежда;ФУФАЙКА (ФУТБОЛКА);100% хлопок;;Tommy Hilfiger Europe B.V.;ИНДИЯ;0;4509;0;1;SS-21;1
913;KG0KG05925;00-00002727;синий;8;;3;Tommy Hilfiger;Одежда;ФУФАЙКА (ФУТБОЛКА);100% хлопок;;Tommy Hilfiger Europe B.V.;ИНДИЯ;0;4509;0;1;SS-21;1
914;ТайДай;00-00002735;фиолетовый;170;;3;РИОНА;Одежда;Костюм трикотажный;90% хлопок,10% эластан;;""" Риона"", Россия";РОССИЯ;0;6900;0;1;SS-21;1
915;TEFI;00-00002736;зеленый;170;;3;РИОНА;Одежда;Костюм трикотажный;90% хлопок,10% эластан;;""" Риона"", Россия";РОССИЯ;0;6000;0;1;SS-21;1
916;TEFIтайдай;00-00002737;голубой;152;;3;РИОНА;Одежда;Костюм трикотажный;90% хлопок,10% эластан;;""" Риона"", Россия";РОССИЯ;0;6000;0;1;SS-21;1
917;TEFIтайдай;00-00002737;голубой;164;;3;РИОНА;Одежда;Костюм трикотажный;90% хлопок,10% эластан;;""" Риона"", Россия";РОССИЯ;0;6000;0;1;SS-21;1
918;TEFIтайдай;00-00002737;голубой;170;;3;РИОНА;Одежда;Костюм трикотажный;90% хлопок,10% эластан;;""" Риона"", Россия";РОССИЯ;0;6000;0;1;SS-21;1
919;TEFIтайдай;00-00002737;зеленый;158;;3;РИОНА;Одежда;Костюм трикотажный;90% хлопок,10% эластан;;""" Риона"", Россия";РОССИЯ;0;6000;0;1;SS-21;1
920;TEFIтайдай;00-00002737;зеленый;170;;3;РИОНА;Одежда;Костюм трикотажный;90% хлопок,10% эластан;;""" Риона"", Россия";РОССИЯ;0;6000;0;1;SS-21;1
921;Skuba;00-00002738;сиреневый;158;;3;РИОНА;Одежда;Костюм трикотажный;90% хлопок,10% эластан;;""" Риона"", Россия";РОССИЯ;0;6000;0;1;SS-21;1
922;Skuba;00-00002738;сиреневый;164;;3;РИОНА;Одежда;Костюм трикотажный;90% хлопок,10% эластан;;""" Риона"", Россия";РОССИЯ;0;6000;0;1;SS-21;1
923;Skuba;00-00002738;сиреневый;170;;3;РИОНА;Одежда;Костюм трикотажный;90% хлопок,10% эластан;;""" Риона"", Россия";РОССИЯ;0;6000;0;1;SS-21;1
924;LC7B-ST-1-103;00-00002771;синий;122;;3;LETTY;Одежда;костюм;65% вискоза, 35% полиэстер;;;КИТАЙ;0;5475;0;1;SS-21;1
925;LC8G-SKR-12-103;00-00002786;синий;128;;3;LETTY;Одежда;юбка;65% вискоза, 35% полиэстер;;;РОССИЯ;0;5775;0;1;SS-21;1
926;TL-G;00-00002793;в ассортименте;оверсайз;;3;TL;Одежда;Галстук;100% microfibre;;KADET;РОССИЯ;0;240;0;2;SS-21;1
927;TL-B;00-00002794;в ассортименте;оверсайз;;3;TL;Одежда;Бабочка;100% microfibre;;KADET;РОССИЯ;0;360;0;3;SS-21;1
928;TL-R2;00-00002796;в ассортименте;б/р;;3;TL;Одежда;Ремень;100% кожа;;KADET;РОССИЯ;0;570;0;2;SS-21;1
929;TL-PD;00-00002797;в ассортименте;б/р;;3;TL;Одежда;Подтяжки;100% ПЭ;;KADET;РОССИЯ;0;360;0;3;SS-21;1
930;TL-PP;00-00002798;в ассортименте;б/р;;3;TL;Одежда;Подтяжки;100% ПЭ;;KADET;РОССИЯ;0;660;0;2;SS-21;1
931;UK-1029;00-00002814;серый меланж/голуб окс;140;;3;UNIK KIDS;Одежда;Обманка(жил+руб);100% хлопок;;Zafer  Mah Kaptan;ТУРЦИЯ;0;2010;0;1;SS-21;1
932;UK-1029;00-00002814;серый меланж/голуб окс;146;;3;UNIK KIDS;Одежда;Обманка(жил+руб);100% хлопок;;Zafer  Mah Kaptan;ТУРЦИЯ;0;2010;0;1;SS-21;1
933;UK-1029;00-00002814;серый меланж/голуб окс;152;;3;UNIK KIDS;Одежда;Обманка(жил+руб);100% хлопок;;Zafer  Mah Kaptan;ТУРЦИЯ;0;2010;0;1;SS-21;1
934;UK-1029;00-00002814;серый меланж/голуб окс;158;;3;UNIK KIDS;Одежда;Обманка(жил+руб);100% хлопок;;Zafer  Mah Kaptan;ТУРЦИЯ;0;2010;0;1;SS-21;1
935;UK-1029;00-00002814;серый меланж/голуб окс;164;;3;UNIK KIDS;Одежда;Обманка(жил+руб);100% хлопок;;Zafer  Mah Kaptan;ТУРЦИЯ;0;2010;0;1;SS-21;1
936;UK-1012;00-00002815;т.синий/бледно-голубой;128;;3;UNIK KIDS;Одежда;Обманка(жил+руб);100% хлопок;;Zafer  Mah Kaptan;ТУРЦИЯ;0;2040;0;1;SS-21;1
937;UK-1012;00-00002815;т.синий/дж голуб оксф;128;;3;UNIK KIDS;Одежда;Обманка(жил+руб);100% хлопок;;Zafer  Mah Kaptan;ТУРЦИЯ;0;2041;0;1;SS-21;1
938;DC-144;00-00002827;белый;152;;3;UNIK KIDS;Одежда;Рубашка;95% хлопок, 5% эластан;;Zafer  Mah Kaptan;ТУРЦИЯ;0;2268;0;1;SS-21;1
939;uk-1016-ЛА-Д;00-00002833;белый;164;;3;UNIK KIDS;Одежда;Рубашка-поло;100% хлопок;;Zafer  Mah Kaptan;ТУРЦИЯ;0;1684;0;1;SS-21;1
940;uk-1016-ЛА-Д;00-00002833;белый;170;;3;UNIK KIDS;Одежда;Рубашка-поло;100% хлопок;;Zafer  Mah Kaptan;ТУРЦИЯ;0;1684;0;2;SS-21;1
941;uk-1016-ЛА-Д;00-00002833;бледно-голубой;128;;3;UNIK KIDS;Одежда;Рубашка-поло;100% хлопок;;Zafer  Mah Kaptan;ТУРЦИЯ;0;1684;0;1;SS-21;1
942;uk-1016-ЛА-Д;00-00002833;бледно-голубой;134;;3;UNIK KIDS;Одежда;Рубашка-поло;100% хлопок;;Zafer  Mah Kaptan;ТУРЦИЯ;0;1684;0;1;SS-21;1
943;uk-1016-ЛА-Д;00-00002833;голубой;134;;3;UNIK KIDS;Одежда;Рубашка-поло;100% хлопок;;Zafer  Mah Kaptan;ТУРЦИЯ;0;1680;0;1;SS-21;1
944;uk-1016-ЛА-Д;00-00002833;голубой;170;;3;UNIK KIDS;Одежда;Рубашка-поло;100% хлопок;;Zafer  Mah Kaptan;ТУРЦИЯ;0;1680;0;1;SS-21;1
945;uk-1016-ЛА-Д;00-00002833;серый;122;;3;UNIK KIDS;Одежда;Рубашка-поло;100% хлопок;;Zafer  Mah Kaptan;ТУРЦИЯ;0;1684;0;1;SS-21;1
946;uk-1016-ЛА-Д;00-00002833;серый;128;;3;UNIK KIDS;Одежда;Рубашка-поло;100% хлопок;;Zafer  Mah Kaptan;ТУРЦИЯ;0;1684;0;1;SS-21;1
947;uk-1016-ЛА-Д;00-00002833;серый;134;;3;UNIK KIDS;Одежда;Рубашка-поло;100% хлопок;;Zafer  Mah Kaptan;ТУРЦИЯ;0;1684;0;1;SS-21;1
948;uk-1016-ЛА-Д;00-00002833;серый;158;;3;UNIK KIDS;Одежда;Рубашка-поло;100% хлопок;;Zafer  Mah Kaptan;ТУРЦИЯ;0;1680;0;1;SS-21;1
949;uk-1016-ЛА-Д;00-00002833;темно-синий;122;;3;UNIK KIDS;Одежда;Рубашка-поло;100% хлопок;;Zafer  Mah Kaptan;ТУРЦИЯ;0;1680;0;1;SS-21;1
950;uk-1016-ЛА-Д;00-00002833;темно-синий;128;;3;UNIK KIDS;Одежда;Рубашка-поло;100% хлопок;;Zafer  Mah Kaptan;ТУРЦИЯ;0;1680;0;1;SS-21;1
951;uk-1016-ЛА-Д;00-00002833;темно-синий;146;;3;UNIK KIDS;Одежда;Рубашка-поло;100% хлопок;;Zafer  Mah Kaptan;ТУРЦИЯ;0;1680;0;1;SS-21;1
952;uk-1016-ЛА-Д;00-00002833;темно-синий;152;;3;UNIK KIDS;Одежда;Рубашка-поло;100% хлопок;;Zafer  Mah Kaptan;ТУРЦИЯ;0;1680;0;1;SS-21;1
953;uk-1016-ЛА-Д;00-00002833;темно-синий;158;;3;UNIK KIDS;Одежда;Рубашка-поло;100% хлопок;;Zafer  Mah Kaptan;ТУРЦИЯ;0;1680;0;1;SS-21;1
